"key","English","Chinese","Spanish","French","Japanese","Russian"
"Video Reward","","视频奖励","Recompensa de video","Récompense vidéo","ビデオ報酬","Видео-награда"
"On Plains","","平地","En llanuras","Sur les plaines","平野で","На равнинах"
"In Forests","","森林","En los bosques","Dans les forêts","森の中","В лесах"
"On Mountains","","山地","En las montañas","Sur les montagnes","山で","В горах"
"In Cities","","城市","En ciudades","Dans les villes","都市では","В городах"
"On Deserts","","沙漠","En los desiertos","Sur les déserts","砂漠で","По пустыням"
"On Snow","","雪地","En la nieve","Sur la neige","雪の上","На снегу"
"Collateral Damage: Units behind target receive damage","","增加伤害：目标后方部队也会受到伤害","Daño colateral: las unidades detrás del objetivo reciben daño","Dommages collatéraux: les unités derrière la cible subissent des dégâts","ダメージの増加：ターゲットの背後にいる軍隊もダメージを受けます","Сопутствующий урон: юниты позади цели получают урон"
"VS Infantry","","对战步兵","Infantería VS","Infanterie VS","VS歩兵","VS Пехота"
"VS Armor","","对战坦克","VS Armadura","Armure VS","VSアーマー","VS Броня"
"VS Artillery","","对战炮兵","VS Artillería","Artillerie VS","VS砲兵","VS Артиллерия"
"VS Ships","","对战海军","VS Barcos","Navires VS","VS船","VS Корабли"
"VS Fortifications","","对战工事","VS Fortificaciones","VS Fortifications","VS要塞","VS Укрепления"
"VS Heavy Ships","","对战大型舰艇","VS buques pesados","VS navires lourds","VS大型船","VS Тяжелые корабли"
"VS Submarines","","对战潜艇","VS submarinos","VS sous-marins","VS潜水艦","VS Подводные лодки"
"Attack","","攻击","Ataque","Attaque","攻撃","Атака"
"Information","","信息","Información","Information","情報","Информация"
"Nuclear","","核武器","Nuclear","Nucléaire","原子力","Ядерный"
"Atomic Bomb","","原子弹","Bomba atómica","Bombe atomique","原爆","Атомная бомба"
"Atomic Bombs","","原子弹","Bombas atómicas","Bombes atomiques","原爆","атомные бомбы"
"Hydrogen Bomb","","氢弹","Bomba de hidrogeno","Bombe à hydrogène","水素爆弾","Водородная бомба"
"Hydrogen Bombs","","氢弹","Bombas de Hidrógeno","Bombes à hydrogène","水素爆弾","Водородные бомбы"
"Antimatter Bomb","","反物质弹","Bomba de antimateria","Bombe antimatière","反物質爆弾","Бомба антивещества"
"Conventional Bomb","","常规炸弹","Bomba convencional","Bombe conventionnelle","従来の爆弾","Обычная бомба"
"Assign city nuclear","","设置城市核工厂等级","Asignar ciudad nuclear","Attribuer le nucléaire de la ville","都市の原子力","Назначить город ядерным"
"Duck and Cover!","","核战争爆发！","¡Agachate y cubrete!","Canard et couverture!","アヒルとカバー！","Утка и крышка!"
"used a nuclear weapon! [AI will now use nukes]","","使用了核武器【电脑将会使用核武器】","usó un arma nuclear! [IA ahora usará armas nucleares]","utilisé une arme nucléaire ! [AI utilisera maintenant des armes nucléaires]","核兵器を使用しました！ [AIは核兵器を使用するようになります]","применил ядерное оружие! [ИИ теперь будет использовать ядерное оружие]"
"AI will now use nukes","","电脑将会使用核武器","IA ahora usará armas nucleares","AI utilisera maintenant des armes nucléaires","AIは核兵器を使用するようになります","ИИ теперь будет использовать ядерное оружие"
"Begin Nuclear War","","开始核战争","Comienza una guerra nuclear","Commencer la guerre nucléaire","核戦争を始める","Начать ядерную войну"
"Tech Tree","","科技树","Árbol tecnológico","Arbre technologique","技術ツリー","Дерево технологий"
"Lvl. ","","等级","Nivel","Niveau","レベル","Уровень"
"Research","","科技研究","Investigar","Rechercher","リサーチ","Исследовать"
"Upgrade Locked","","未解锁","Actualización bloqueada","Mise à niveau verrouillée","アップグレードがロックされています","Обновление заблокировано"
"*Required: complete mission","","*需要完成关卡：","*Requerido: misión completa","*Requis : terminer la mission","*必須：ミッションを完了する","*Требуется: завершить миссию"
"Upgrade Tech?","","升级科技？","¿Actualizar tecnología?","Mettre à niveau la technologie ?","技術をアップグレードしますか？","Обновить технику?"
"*All purchases remove advertisements for free","","*所有内购将免费去除广告","*Todas las compras eliminan anuncios gratis","*Tous les achats suppriment les publicités gratuitement","*すべての購入は無料で広告を削除します","*Все покупки удаляют рекламу бесплатно"
"Override Player Tech Tree","","覆盖玩家科技树","Anular el árbol tecnológico del jugador","Remplacer l'arbre technologique du joueur","プレーヤーの技術ツリーを上書きする","Переопределить дерево технологий игрока"
"No ability","","无技能","Sin habilidad","Aucune capacité","能力なし","Нет способности"
"Infantry Commander: infantry critical hit chance","","步兵指挥官：步兵暴击几率","Comandante de infantería: probabilidad de golpe crítico de infantería","Commandant d'infanterie : chances de coup critique de l'infanterie","歩兵司令官：歩兵のクリティカルヒットチャンス","Командир пехоты: шанс критического попадания пехоты"
"Panzer Commander: tank critical hit chance","","坦克指挥官：坦克暴击几率","Panzer Commander: probabilidad de golpe crítico del tanque","Panzer Commander : chances de coup critique du char","パンツァー司令官：戦車のクリティカルヒットチャンス","Panzer Commander: шанс критического попадания танка"
"Artillery Commander: artillery critical hit chance","","炮兵指挥官：炮兵暴击几率","Comandante de artillería: probabilidad de golpe crítico de artillería","Commandant d'artillerie : chance de coup critique d'artillerie","砲兵司令官：砲兵のクリティカルヒットチャンス","Командир артиллерии: шанс критического попадания артиллерии"
"Navy Commander: navy critical hit chance","","海军指挥官：舰艇暴击几率","Comandante de la Armada: probabilidad de golpe crítico de la Armada","Commandant de la marine : chance de coup critique de la marine","海軍司令官：海軍のクリティカルヒットチャンス","Командующий флотом: шанс критического попадания флота"
"Open Warfare Expert: Attack on plains +","","野战专家：平地攻击 +","Experto en Guerra Abierta: Ataque en llanuras +","Open Warfare Expert : Attaque dans les plaines +","オープンウォーフェアエキスパート：平原への攻撃+","Open Warfare Expert: Атака на равнины +"
"Forest Ranger: attack in forests +","","丛林专家：丛林攻击 +","Forest Ranger: ataque en los bosques +","Forest Ranger: attaque dans les forêts +","フォレストレンジャー：森での攻撃+","Лесник: атака в лесах +"
"Mountaineer: attack on mountains +","","山地专家：山地攻击 +","Montañero: ataque a las montañas +","Alpiniste : attaque des montagnes +","マウンテニア：山への攻撃+","Альпинист: нападение на горы +"
"Urban Expert: attack in cities +","","巷战专家：城市攻击 +","Urban Expert: ataque en ciudades +","Urban Expert : attaque dans les villes +","アーバンエキスパート：都市での攻撃+","Городской эксперт: атака в городах +"
"Desert Fox: attack on deserts +","","沙漠之狐：沙漠攻击 +","Zorro del desierto: ataque a los desiertos +","Renard du désert : attaque des déserts +","砂漠のキツネ：砂漠への攻撃+","Лис пустыни: нападение на пустыню +"
"Tundra Expert: attack on snow +","","雪地专家：雪地攻击 +","Experto en tundra: ataque en la nieve +","Tundra Expert : attaque sur neige +","ツンドラエキスパート：雪への攻撃+","Tundra Expert: атака по снегу +"
"Mobile Warfare: tank attacks avoid retaliation chance","","闪电战：坦克不被反击几率","Mobile Warfare: los ataques de tanques evitan la posibilidad de represalias","Guerre mobile : les attaques de chars évitent les risques de représailles","機動戦：戦車攻撃は報復のチャンスを回避します","Мобильная война: танковые атаки избегают возможности возмездия"
"Guerilla Warfare: infantry attacks avoid retaliation chance","","游击战：步兵不被反击几率","Guerra de guerrillas: los ataques de infantería evitan la posibilidad de represalias","Guerre de guérilla : les attaques d'infanterie évitent les risques de représailles","ゲリラ戦：幼児攻撃は報復のチャンスを回避します","Партизанская война: атаки пехоты избегают возможности возмездия"
"Training: experience gain +","","训练：经验获得速度 +","Entrenamiento: ganancia de experiencia +","Formation : gain d'expérience +","トレーニング：経験値+","Обучение: получение опыта +"
"Defense Expert: damage from infantry and tanks -","","防御专家：受到步兵和坦克伤害 -","Experto en defensa: daño de infantería y tanques -","Expert en défense : dommages causés par l'infanterie et les chars -","防衛専門家：歩兵と戦車によるダメージ-","Эксперт обороны: урон от пехоты и танков -"
"Shelter Expert: Damage from artillery and air -","","隐蔽专家：受到炮兵和空军伤害 -","Experto en refugios: Daños por artillería y aire -","Expert en abris : Dégâts de l'artillerie et de l'air -","シェルターエキスパート：砲兵と空気によるダメージ-","Эксперт укрытия: Урон от артиллерии и воздуха -"
"Logistics: infantry healing per turn +","","物资专家：步兵每回合回血 +","Logística: curación de infantería por turno +","Logistique : soins d'infanterie par tour +","ロジスティクス：1ターンあたりの歩兵の回復+","Логистика: исцеление пехоты за ход +"
"Mechanic: tanks, artillery, and navy healing per turn +","","修理工：坦克、炮兵、和船只每回合回血 +","Mecánico: tanques, artillería y curación naval por turno +","Mécanique : soins des chars, de l'artillerie et de la marine par tour +","メカニック：1ターンあたりの戦車、砲兵、海軍の回復+","Механика: лечение танков, артиллерии и флота за ход +"
"-------- Mission Translations --------","","","","","",""
"Europe 1939","","欧洲 1939","Europa 1939","Europe 1939","ヨーロッパ1939年","Европа 1939 г."
"Europe 1941","","欧洲 1941","Europa 1941","Europe 1941","ヨーロッパ1941年","Европа 1941 г."
"Europe 1943","","欧洲 1943","Europa 1943","Europe 1943","ヨーロッパ1943年","Европа 1943 г."
"Europe 1950","","欧洲 1950","Europa 1950","Europe 1950","ヨーロッパ1950年","Европа 1950 г."
"Asia 1950","","亚洲 1950","Asia 1950","Asie 1950","アジア1950年","Азия 1950"
"[MISSION NAMES]","","","","","",""
"Greek Civil War","","希腊内战","Guerra civil griega","Guerre civile grecque","ギリシャ内戦","Гражданская война в Греции"
"Korean War","","朝鲜战争","Guerra coreana","Guerre de Corée","朝鮮戦争","Корейская война"
"Berlin Crisis","","柏林危机","Crisis de Berlín","Crise de Berlin","ベルリン危機","Берлинский кризис"
"Cuban Missile Crisis","","古巴导弹危机","Crisis de los misiles cubanos","Crise des missiles cubains","キューバ危機","Кубинский ракетный кризис"
"Six-Day War","","六日战争","Guerra de los Seis Días","Guerre des Six Jours","第三次中東戦争","Шестидневная война"
"Mission Antarctica","","南极作战","Misión Antártida","Mission Antarctique","ミッション南極","Миссия Антарктида"
"The Final Assault","","最后的总攻","El asalto final","L'assaut final","ファイナルアサルト","Последний штурм"
"Chinese Civil War","","解放战争","Guerra civil china","Guerre civile chinoise","中国内戦","Гражданская война в Китае"
"Suez Crisis","","苏黎世危机","Crisis de Suez","Crise de Suez","スエズ危機","Суэцкий кризис"
"Coastal Defense","","海岸防线","Defensa Costera","Défense côtière","沿岸防御","Береговая оборона"
"Tet Offensive","","新春攻势","Ofensiva del Tet","Offensive du Têt","テト攻勢","Тетское наступление"
"Afghanistan Campaign","","阿富汗战役","Campaña de Afganistán","Campagne d'Afghanistan","アフガニスタンキャンペーン","Кампания в Афганистане"
"Red Storm","","红色闪电","Tormenta Roja","Tempête rouge","レッドストーム","Красный шторм"
"Operation North America","","北美行动","Operación América del Norte","Opération Amérique du Nord","北米作戦","Операция Северная Америка"
"[TUTORIAL 1]","","","","","",""
"Click to start the game","","点击开始游戏","Haga clic para iniciar el juego","Cliquez pour démarrer le jeu","クリックしてゲームを開始します","Нажмите, чтобы начать игру"
"Click to select the unit","","点击士兵（选中）","Haga clic para seleccionar la unidad","Cliquez pour sélectionner l'unité","クリックしてユニットを選択します","Нажмите, чтобы выбрать единицу"
"Click the green tile to move","","点击绿色方格移动","Haga clic en el mosaico verde para moverse","Cliquez sur la tuile verte pour vous déplacer","緑のタイルをクリックして移動します","Щелкните зеленую плитку, чтобы переместить"
"Select the enemy to attack","","点击红色敌军进攻","Selecciona al enemigo para atacar","Sélectionnez l'ennemi à attaquer","攻撃する敵を選択してください","Выберите врага для атаки"
"Select the tank","","选中坦克","Seleccione el tanque","Sélectionnez le réservoir","タンクを選択してください","Выберите танк"
"Click the indicated tile","","移动到方格","Haga clic en el mosaico indicado","Cliquez sur la vignette indiquée","示されたタイルをクリックします","Щелкните указанную плитку"
"Click the reverse button to redo a move","","点击撤回按钮返回坦克","Haga clic en el botón de retroceso para rehacer un movimiento","Cliquez sur le bouton inverser pour refaire un mouvement","戻るボタンをクリックして、移動をやり直します","Нажмите кнопку реверса, чтобы повторить ход"
"Select the tank once again","","重新选中坦克","Seleccione el tanque una vez más","Sélectionnez à nouveau le réservoir","もう一度タンクを選択してください","Выберите танк еще раз"
"Click the new tile below","","点击新方格","Haga clic en el nuevo mosaico a continuación","Cliquez sur la nouvelle vignette ci-dessous","下の新しいタイルをクリックしてください","Щелкните новую плитку ниже"
"Attack the enemy","","进攻新敌军","Ataca al enemigo","Attaquer l'ennemi","敵を攻撃する","Атакуй врага"
"Select the city","","点击我方城市","Seleccione la ciudad","Sélectionnez la ville","都市を選択してください","Выберите город"
"Click the build button","","点击建造按钮","Haga clic en el botón de construcción","Cliquez sur le bouton de construction","ビルドボタンをクリックします","Нажмите кнопку сборки"
"Click to increase the unit size","","扩大士兵单位大小","Haga clic para aumentar el tamaño de la unidad","Cliquez pour augmenter la taille de l'unité","クリックしてユニットサイズを大きくします","Нажмите, чтобы увеличить размер блока"
"Buy the infantry","","购买士兵单位","Compra la infantería","Achetez l'infanterie","歩兵を購入する","Купить пехоту"
"Select the forest","","点击森林","Seleccione el bosque","Sélectionnez la forêt","森を選ぶ","Выберите лес"
"Click the build button again","","点击建造按钮","Haga clic en el botón de construcción nuevamente","Cliquez à nouveau sur le bouton de construction","ビルドボタンをもう一度クリックします","Снова нажмите кнопку сборки"
"Build a turret","","建造一个炮塔","Construye una torreta","Construire une tourelle","タレットを構築する","Постройте турель"
"The turret will be ready in three rounds. Click the hourglass to skip the round","","炮塔需三个回合建造。点击沙漏进行下一回合","La torreta estará lista en tres rondas. Haga clic en el reloj de arena para saltar la ronda","La tourelle sera prête en trois tours. Cliquez sur le sablier pour sauter le tour","砲塔は3ラウンドで準備が整います。砂時計をクリックしてラウンドをスキップします","Башня будет готова за три раунда. Нажмите на песочные часы, чтобы пропустить раунд"
"Confirm to skip the round","","点击确定进入回合","Confirmar para saltar la ronda","Confirmer pour sauter le tour","ラウンドをスキップすることを確認します","Подтвердите пропуск раунда"
"Click continue to keep playing","","点击继续游戏","Haga clic en continuar para seguir jugando","Cliquez sur continuer pour continuer à jouer","[続行]をクリックして再生を続けます","Нажмите ""Продолжить"", чтобы продолжить игру"
"Select the unit in the city","","点击城市士兵","Seleccione la unidad en la ciudad","Sélectionnez l'unité dans la ville","市内のユニットを選択してください","Выберите объект в городе"
"Move it outside the city to make space","","把士兵移动到外面","Muévelo fuera de la ciudad para hacer espacio.","Déplacez-le hors de la ville pour faire de l'espace","街の外に移動してスペースを作る","Переместите его за город, чтобы освободить место"
"Select the damaged unit","","选择受伤的士兵","Seleccione la unidad dañada","Sélectionnez l'unité endommagée","破損したユニットを選択してください","Выберите поврежденный блок"
"Move the unit back to the city","","把伤兵移动到城市","Mueva la unidad de regreso a la ciudad","Déplacer l'unité vers la ville","ユニットを都市に戻します","Переместите отряд обратно в город"
"Click on the city again","","重新选中城市","Haga clic en la ciudad de nuevo","Cliquez à nouveau sur la ville","もう一度街をクリックしてください","Нажмите на город еще раз"
"Click on the supply button to heal the unit","","点击补给按钮","Haga clic en el botón de suministro para curar la unidad","Cliquez sur le bouton de ravitaillement pour soigner l'unité","ユニットを癒すために供給ボタンをクリックしてください","Нажмите на кнопку снабжения, чтобы исцелить юнита."
"Click yes","","点击确认补给","Haga clic en sí","Cliquez oui","はいをクリックします","Нажмите да"
"Take the city to win the mission and finish this tutorial...","","占领城市完成任务！","Toma la ciudad para ganar la misión y termina este tutorial ...","Prenez la ville pour gagner la mission et terminer ce tutoriel ...","ミッションに勝つために都市を取り、このチュートリアルを終了してください...","Возьмите город, чтобы выиграть миссию и закончить этот урок ..."
"[TUTORIAL 2]","","","","","",""
"Click on the port. Ports can build naval units.","","点击港口造船","Haga clic en el puerto. Los puertos pueden construir unidades navales.","Cliquez sur le port. Les ports peuvent construire des unités navales.","ポートをクリックします。港は海軍ユニットを構築することができます。","Щелкните порт. В портах можно строить военно-морские подразделения."
"Click on the build button","","点击建造按钮","Haga clic en el botón de construcción","Cliquez sur le bouton de construction","ビルドボタンをクリックします","Нажмите на кнопку сборки"
"Construct an aircraft carrier","","建造一艘航母","Construye un portaaviones","Construire un porte-avions","空母を建造する","Постройте авианосец"
"Click the ground next to the city","","点击城市边上的空地","Haga clic en el suelo junto a la ciudad","Cliquez sur le sol à côté de la ville","街の隣の地面をクリックします","Щелкните землю рядом с городом"
"Click build","","点击建造按钮","Haga clic en construir","Cliquez sur construire","ビルドをクリックします","Нажмите build"
"Construct a missile launcher. These are very powerful but can only be placed near level IV factories.","","建造一个导弹发射器","Construye un lanzador de misiles. Son muy poderosos, pero solo se pueden colocar cerca de fábricas de nivel IV.","Construisez un lanceur de missiles. Ceux-ci sont très puissants mais ne peuvent être placés qu'à proximité des usines de niveau IV.","ミサイルランチャーを構築します。これらは非常に強力ですが、レベルIVの工場の近くにのみ配置できます。","Постройте ракетную установку. Они очень мощные, но могут быть размещены только возле фабрик IV уровня."
"Select the missile launcher","","选中导弹发射器","Seleccione el lanzador de misiles","Sélectionnez le lanceur de missiles","ミサイルランチャーを選択する","Выберите ракетную установку"
"Attack the enemy ship. This weapon has an extremely high range and armor penetration.","","攻击敌军战列舰","Ataca la nave enemiga. Esta arma tiene un alcance y una penetración de armadura extremadamente altos.","Attaquez le navire ennemi. Cette arme a une portée et une pénétration d'armure extrêmement élevées.","敵の船を攻撃します。この武器は非常に高い射程と装甲貫通力を持っています。","Атакуйте вражеский корабль. Это оружие имеет чрезвычайно высокую дальность и бронепробиваемость."
"Select the aircraft carrier","","选中航母","Seleccione el portaaviones","Sélectionnez le porte-avions","空母を選択します","Выберите авианосец"
"Click the general assignment button","","点击将领任命按钮","Haga clic en el botón de asignación general","Cliquez sur le bouton d'affectation générale","一般割り当てボタンをクリックします","Нажмите кнопку общего назначения"
"Assign a general. Each general can command multiple units and a general can be removed from an existing unit.","","选择麦克阿斯将军","Asignar un general. Cada general puede comandar varias unidades y un general puede ser eliminado de una unidad existente.","Attribuez un général. Chaque général peut commander plusieurs unités et un général peut être retiré d'une unité existante.","将軍を割り当てます。各将軍は複数のユニットを指揮でき、将軍は既存のユニットから削除できます。","Назначьте генерала. Каждый генерал может командовать несколькими отрядами, и генерал может быть удален из существующего отряда."
"Select the rocket artillery","","选中火箭车","Seleccione la artillería de cohetes","Sélectionnez l'artillerie de fusée","ロケット砲を選択します","Выберите ракетную артиллерию"
"Attack the enemy destroyer. Notice that they have a far range and can damage additional enemy units behind the target.","","攻击驱逐舰。火箭车可以同时攻击多个目标。","Ataca al destructor enemigo. Tenga en cuenta que tienen un alcance lejano y pueden dañar a unidades enemigas adicionales detrás del objetivo.","Attaquez le destroyer ennemi. Notez qu'ils ont une portée éloignée et peuvent endommager des unités ennemies supplémentaires derrière la cible.","敵駆逐艦を攻撃します。それらは遠距離にあり、ターゲットの背後にある追加の敵ユニットにダメージを与える可能性があることに注意してください。","Атакуйте вражеский эсминец. Обратите внимание, что они имеют большое расстояние и могут нанести урон дополнительным вражеским юнитам позади цели."
"Attack the destroyer again. Carriers are movable airports with a free bombing run every round.","","攻击驱逐舰。航母对舰艇有攻击加成。","Ataca al destructor de nuevo. Los transportistas son aeropuertos móviles con un bombardeo gratuito en cada ronda.","Attaquez à nouveau le destroyer. Les transporteurs sont des aéroports mobiles avec un bombardement gratuit à chaque tour.","駆逐艦をもう一度攻撃します。航空会社は移動可能な空港であり、毎ラウンド無料の爆撃が行われます。","Снова атакуйте эсминец. Авианосцы - это передвижные аэропорты, в которых каждый раунд проходят бесплатные бомбардировки."
"Select the cruiser","","选中巡洋舰","Seleccione el crucero","Sélectionnez le croiseur","巡洋艦を選択します","Выберите крейсер"
"Move it to the adjacent water tile","","把巡洋舰移动到指定方格","Muévelo a la loseta de agua adyacente","Déplacez-le sur la tuile d'eau adjacente","隣接する水タイルに移動します","Переместите его на соседнюю плитку с водой"
"Notice that the enemy cruiser above is now encircled. Encircled units deal a reduced amount of damage to enemies.","","因为两边都有我方船只，敌军巡洋舰被包围了。被包围的单位会减少攻击。","Observe que el crucero enemigo de arriba ahora está rodeado. Las unidades rodeadas infligen una cantidad reducida de daño a los enemigos.","Notez que le croiseur ennemi ci-dessus est maintenant encerclé. Les unités encerclées infligent une quantité réduite de dégâts aux ennemis.","上の敵の巡洋艦が囲まれていることに注意してください。囲まれたユニットは、敵に与えるダメージが少なくなります。","Обратите внимание, что крейсер противника наверху теперь окружен. Окруженные юниты наносят меньший урон противникам."
"Select the submarine","","选中潜艇","Seleccione el submarino","Sélectionnez le sous-marin","潜水艦を選択","Выберите подводную лодку"
"Move it to the battleship","","移动到战列舰旁边","Muévelo al acorazado","Déplacez-le sur le cuirassé","戦艦に移動します","Переместите его на линкор"
"Attack the battleship. Submarines can only attack naval units, but they do not face retaliation. They are also good against large ships.","","攻击战列舰。潜艇攻击不会收到反击，不过也不能攻击陆地单位。","Ataca el acorazado. Los submarinos solo pueden atacar unidades navales, pero no enfrentan represalias. También son buenos contra barcos grandes.","Attaquez le cuirassé. Les sous-marins ne peuvent attaquer que les unités navales, mais ils ne subissent pas de représailles. Ils sont également bons contre les gros navires.","戦艦を攻撃します。潜水艦は海軍ユニットのみを攻撃できますが、報復には直面しません。大型船にも適しています。","Атакуйте линкор. Подводные лодки могут атаковать только морские части, но им не грозит возмездие. Также они хороши против больших кораблей."
"Select the motorized infantry","","选中摩托化步兵","Selecciona la infantería motorizada","Sélectionnez l'infanterie motorisée","自動車化歩兵を選択する","Выберите мотопехоту"
"Click the paratrooping button","","点击空降伞兵按钮","Haz clic en el botón de paracaidismo","Cliquez sur le bouton de parachutisme","パラトルーピングボタンをクリックします","Нажмите кнопку десантника"
"Paradrop your unit into enemy territories. All infantry units can be paradropped from cities with level II or higher airports.","","空降到敌后区域。二级以上的机场可以空降步兵。","Despliega tu unidad en territorios enemigos. Todas las unidades de infantería pueden lanzarse en paracaídas desde ciudades con aeropuertos de nivel II o superiores.","Paradrop votre unité dans les territoires ennemis. Toutes les unités d'infanterie peuvent être déplacées depuis des villes avec des aéroports de niveau II ou plus.","ユニットを敵の領土にパラドロップします。すべての歩兵ユニットは、レベルII以上の空港がある都市からパラドロップできます。","Бросьте свой отряд на вражеские территории. Все пехотные подразделения можно десантировать из городов с аэропортами уровня II и выше."
"Select the paradropped unit again","","重新选中空降部队","Seleccione la unidad paracaidista nuevamente","Sélectionnez à nouveau l'unité parachutée","パラドロップされたユニットを再度選択します","Выберите парашютист снова"
"Attack behind the enemy lines. Paratrooped units can still perform actions after being paradropped if it didn't move or attack yet. Use these new abilities capture all units and locations with the yellow flag.","","攻击敌军。没有移动和攻击过的部队在空降后可以直接攻击和移动。利用这些优势把敌军赶出这个岛屿！胜利需要占领并消灭所有带有黄色旗子的部队和城市。","Ataca detrás de las líneas enemigas. Las unidades de paracaidistas aún pueden realizar acciones después de ser lanzadas en paracaídas si aún no se movieron o atacaron. Utilice estas nuevas habilidades para capturar todas las unidades y ubicaciones con la bandera amarilla.","Attaque derrière les lignes ennemies. Les unités de parachutistes peuvent toujours effectuer des actions après avoir été parachutées si elles n'ont pas encore bougé ou attaqué. Utilisez ces nouvelles capacités pour capturer toutes les unités et emplacements avec le drapeau jaune.","敵の背後を攻撃します。空挺部隊ユニットは、移動または攻撃していなければ、パラドロップされた後もアクションを実行できます。これらの新しい能力を使用して、黄色の旗ですべてのユニットと場所をキャプチャします。","Атака в тылу врага. Подразделения парашютистов все еще могут выполнять действия после того, как их высадили на парашюте, если они еще не двигались или не атаковали. Используйте эти новые способности, чтобы захватить все юниты и локации с желтым флагом."
"[CAMPAIGN]","","","","","",""
"Command our volunteers to help Franco win the civil war. Your experience will be pivotal to future operations.","","指挥我们的志愿军帮助佛朗哥赢得内战。您的经验对将来的作战至关重要。","Ordena a nuestros voluntarios que ayuden a Franco a ganar la guerra civil. Su experiencia será fundamental para operaciones futuras.","Commandez nos volontaires pour aider Franco à gagner la guerre civile. Votre expérience sera essentielle pour les opérations futures.","フランコが内戦に勝つのを助けるために私たちのボランティアに命じてください。あなたの経験は、将来の運用にとって極めて重要です。","Прикажите нашим добровольцам помочь Франко выиграть гражданскую войну. Ваш опыт будет иметь решающее значение для будущих операций."
"The fuhrer has ordered an assault on Poland from all fronts. Break through their defences and capture Warsaw quickly.","","元首命令从各个方面对波兰发动进攻。突破防御并迅速占领华沙。","El fuhrer ha ordenado un asalto a Polonia desde todos los frentes. Rompe sus defensas y captura Varsovia rápidamente.","Le fuhrer a ordonné un assaut contre la Pologne de tous les fronts. Brisez leurs défenses et capturez Varsovie rapidement.","総統はあらゆる面からポーランドへの暴行を命じました。彼らの防御を突破し、ワルシャワを素早く捕らえましょう。","Фюрер приказал атаковать Польшу со всех фронтов. Прорвите их оборону и быстро захватите Варшаву."
"Our successes in Poland proves the effectiveness of our panzer divisions. Drive through the Ardennes forest and encircle the allied forces!","","我们在波兰的成功证明了装甲师的效能。穿越阿登森林并包围盟军！","Nuestros éxitos en Polonia demuestran la eficacia de nuestras divisiones blindadas. ¡Conduce por el bosque de las Ardenas y rodea a las fuerzas aliadas!","Nos succès en Pologne prouvent l'efficacité de nos divisions panzer. Traversez la forêt ardennaise et encerclez les forces alliées!","ポーランドでの成功は、機甲師団の有効性を証明しています。アルデンヌの森をドライブし、連合軍を取り囲んでください！","Наши успехи в Польше доказывают эффективность наших танковых дивизий. Проезжайте через Арденнский лес и окружите союзные войска!"
"Tobruk is the last obstacle to an open Egypt. Capture this stronghold to cut off the British from the Mediterranean Sea and gain a foothold in Africa.","","托布鲁克是埃及的最后防线。占领这个据点，干掉英国佬！","Tobruk es el último obstáculo para un Egipto abierto. Capture esta fortaleza para aislar a los británicos del mar Mediterráneo y afianzarse en África.","Tobrouk est le dernier obstacle à une Egypte ouverte. Capturez cette forteresse pour couper les Britanniques de la mer Méditerranée et prendre pied en Afrique.","トブルクは開かれたエジプトへの最後の障害です。この要塞を占領して、イギリス人を地中海から切り離し、アフリカに足場を築きましょう。","Тобрук - последнее препятствие на пути к открытому Египту. Захватите эту цитадель, чтобы отрезать британцев от Средиземного моря и закрепиться в Африке."
"Italy was unable to defeat the Greeks. It's your job to clean up after them. I hope you're back for the delayed invasion of the Soviet Union.","","意大利友人又陷了。务必赶在巴巴罗萨计划以前占领希腊全境！","Italia no pudo derrotar a los griegos. Tu trabajo es limpiar después de ellos. Espero que estés de regreso por la tardía invasión de la Unión Soviética.","L'Italie n'a pas pu vaincre les Grecs. C'est votre travail de nettoyer après eux. J'espère que vous êtes de retour pour l'invasion retardée de l'Union soviétique.","イタリアはギリシャ人を打ち負かすことができませんでした。それらの後片付けをするのはあなたの仕事です。私はあなたがソビエト連邦の遅れた侵略のために戻ってきたことを望みます。","Италия не смогла победить греков. Ваша работа - убирать за ними. Я надеюсь, что вы вернулись к отложенному вторжению в Советский Союз."
"We are closer and closer to the capital. A large gathering of Soviet troops are in the Smolensk area, and eliminating them will open a road to Moscow. Flank the city and cut it off from reinforcements!","","我们离首苏联的首都越来越近。大量的苏联军队聚集在斯摩棱斯克地区；将其消灭将为莫斯科开辟通畅的道路。包围城市并切断增援！","Estamos cada vez más cerca de la capital. Una gran concentración de tropas soviéticas se encuentra en el área de Smolensk y su eliminación abrirá un camino hacia Moscú. ¡Flanquea la ciudad y corta los refuerzos!","Nous sommes de plus en plus proches de la capitale. Un grand rassemblement de troupes soviétiques se trouve dans la région de Smolensk, et leur élimination ouvrira une route vers Moscou. Flanquez la ville et coupez-la des renforts!","私たちは首都にどんどん近づいています。ソビエト軍の大規模な集まりがスモレンスク地域にあり、それらを排除することはモスクワへの道を開くでしょう。街に隣接し、援軍から切り離してください！","Мы все ближе и ближе к столице. Большое скопление советских войск находится в районе Смоленска, устранение которого откроет дорогу на Москву. Обойдите город и отрезайте его от подкреплений!"
