"key","English","Chinese","Spanish","French","Japanese","Russian"
"ChineseShanxi","Shanxi Clique","山西军阀","Shanxi chino","Chinois Shanxi","中国の山西省","Китайский Шаньси"
"ChineseSinkiang","Sinkiang Clique","新疆军阀","Chino Sinkiang","Chinois Sinkiang","中国の新疆ウイグル自治区","Китайский Синьцзян"
"ChineseTibet","Tibet","中国西藏","Tíbet chino","Tibet chinois","中国のチベット","Китайский Тибет"
"ChineseXibeiSanma","Xibei Sanma Clique","西北三马军阀","Chino Xibei Sanma","Chinois Xibei Sanma","中国のXibeiSanma","Китайский Xibei Sanma"
"ChineseYunnan","Yunnan Clique","云南军阀","Yunnan chino","Yunnan chinois","中国雲南","Китайский Юньнань"
"Guangxi Clique","","广西桂系军阀","Camarilla de Guangxi","Clique du Guangxi","広西派","Гуанси Клика"
"Shanxi Clique","","山西军阀","Camarilla de Shanxi","Clique du Shanxi","山西派","Шаньси Клика"
"Sinkiang Clique","","新疆军阀","Camarilla de Sinkiang","Clique du Sinkiang","新疆クリーク","Sinkiang Clique"
"Xibei Sanma Clique","","西北三马军阀","La camarilla de Xibei Sanma","Clique Xibei Sanma","Xibei Sanma Clique","Сибэй Санма Клика"
"Yunnan Clique","","云南军阀","La camarilla de Yunnan","Clique du Yunnan","雲南派","Юньнаньская клика"
"Nationalist China","","中华民国","China nacionalista","Chine nationaliste","国民政府中国","Националистический Китай"
"Communist China","","中华苏维埃共和国","China comunista","Chine communiste","共産党中国","Коммунистический Китай"
"Rocket Artillery","","火箭发射车","Artillería de cohetes","Artillerie de fusée","ロケット砲","Ракетная артиллерия"
"RocketArtillery","Rocket Artillery","火箭发射车","Artillería de cohetes","Artillerie de fusée","ロケット砲","Ракетная артиллерия"
"Battleship","","战列舰","Acorazado","Bataille navale","戦艦","Линкор"
"Asia 1937","","亚洲 1937","Asia 1937","Asie 1937","アジア1937","Азия 1937"
"Asia 1941","","亚洲 1941","Asia 1941","Asie 1941","アジア1941年","Азия 1941"
"Mongolia","","蒙古","Mongolia","Mongolie","モンゴル","Монголия"
"NatoUSA","NATO USA","北约美国","OTAN Estados Unidos","Amérique de l'OTAN","NATOアメリカ","НАТО США"
"NatoROC","NATO ROC","北约中华民国","OTAN ROC","Chine de l'OTAN","NATO中華民国","НАТО ROC"
"NatoUK","NATO UK","北约英国","OTAN Reino Unido","OTAN Royaume-Uni","NATO UK","НАТО Великобритания"
"NatoFrance","NATO France","北约法国","OTAN Francia","OTAN France","NATOフランス","НАТО Франция"
"Israel","","以色列","Israel","Israël","イスラエル","Израиль"
"Egypt","","埃及","Egipto","Egypte","エジプト","Египет"
"Liberia","","利比里亚","Liberia","Libéria","リベリア","Либерия"
"Albania","","阿尔巴尼亚","Albania","Albanie","アルバニア","Албания"
"Ethiopia","","埃塞俄比亚","Etiopía","Ethiopie","エチオピア","Эфиопия"
"SouthAfrica","South Africa","南非","Sudáfrica","Afrique du Sud","南アフリカ","Южная Африка"
"CommieIraq","","共产伊拉克","CommieIraq","CommieIraq","イラク","CommieIraq"
"PRCNew","PRC","中华人民共和国","China","China","中華人民共和国","Китай"
"WestGermany","West Germany","西德","Alemania occidental","Allemagne de l'Ouest","西ドイツ","Западная Германия"
"EastGermany","East Germany","东德","Alemania del Este","Allemagne de l'est","東ドイツ","Восточная Германия"
"NeutralThailand","Neutral Thailand","中立泰国","Neutral Tailandia","Neutre Thaïlande","ニュートラルタイ","Нейтральный Таиланд"
"Rzhev","","热勒夫","Rzhev","Rzhev","ルジェフ","Ржев"
"Room ID: ","","房间号：","ID de habitación:","ID de la chambre:","部屋ID：","ID комнаты:"
"Downloading...","","下载中...","Descargando ...","Téléchargement...","ダウンロード中...","Скачивание ..."
"Download/map Error","","下载/地图错误","Error de descarga","Erreur de téléchargement","ダウンロード/マップエラー","Ошибка загрузки"
"Victory!","","胜利！","¡Victoria!","La victoire!","勝利！","Победа!"
"Defeat","","失败","Derrota","Défaite","敗北","Поражение"
"Mission time: ","","任务时间: ","Tiempo de misión: ","Temps de mission: ","ミッション時間：","Время миссии: "
"Opponent left the match","","对手离开了对战（投降）","El oponente abandonó el partido","L'adversaire a quitté le match","対戦相手は試合を離れました","Соперник покинул матч"
"Opponent's turn","","对手的回合","Turno del oponente","Tour de l'adversaire","対戦相手の番","Очередь оппонента"
"Opponent's turn; timeout: ","","对手回合；离线时间：","Turno del oponente; se acabó el tiempo:","Tour de l'adversaire; temps libre:","対戦相手の番。タイムアウト：","Очередь соперника; тайм-аут:"
"Surrender","","投降并退出游戏","Rendición","Abandon","降伏","Сдаться"
"Toyoda","","丰田副武","Toyoda","Toyoda","トヨタ副武","Toyoda"
"Inoue","","井上成美","Inoue","Inoue","井上鳴海","Иноуэ"
"Nagumo","","南云忠一","Nagumo","Nagumo","南雲忠一","Нагумо"
"Koga","","古贺峰一","Koga","Koga","古賀峰一","Кога"
"Terauchi","","寺内寿一","Terauchi","Terauchi","寺内翔一","Тераучи"
"Ozawa","","小泽治三郎","Ozawa","Ozawa","小沢地三郎","Одзава"
"Koiso","","小矶国昭","Koiso","Koiso","大磯国明","Koiso"
"Yamashita","","山下奉文","Yamashita","Yamashita","山下鳳凰","Ямасита"
"Yamaguchi","","山口多闻","Yamaguchi","Yamaguchi","山口","Ямагути"
"Yamamoto","","山本五十六","Yamamoto","Yamamoto","山本五十六","Ямамото"
"Yamada","","山田乙三","Yamada","Yamada","山田音三","Ямада"
"Okumura","","岗村宁次","Okumura","Okumura","ガンクンニンチ","Окумура"
"Kimura","","木村兵太郎","Kimura","Kimura","木村陽太郎","Кимура"
"Sugiyama","","杉山元","Sugiyama","Sugiyama","杉山本","Сугияма"
"Matsui","","松井石根","Matsui","Matsui","松井岩根","Мацуи"
"Itagaki","","板垣征四郎","Itagaki","Itagaki","板垣誠城","Итагаки"
"Kuribayashi","","栗林忠道","Kuribayashi","Kuribayashi","栗林忠夫","Курибаяси"
"Kurita","","栗田健男","Kurita","Kurita","栗田武雄","Курита"
"Umezu","","梅津美治郎","Umezu","Umezu","梅津美次郎","Умедзу"
"Nagata","","永田铁山","Nagata","Nagata","永田鉄山","Нагата"
"Nagano","","永野修身","Nagano","Nagano","長野スリム","Нагано"
"Fuchida","","渊田美津雄","Fuchida","Fuchida","渕田水男","Fuchida"
"Ushijima","","牛岛满","Ushijima","Ushijima","ウシママン","Ушидзима"
"Hata","","畑俊六","Hata","Hata","秦俊六","Хата"
"Ishiwara","","石原莞尔","Ishiwara","Ishiwara","石原わんじ","Ишивара"
"Isogai","","矶谷廉介","Isogai","Isogai","磯谷蓮介","Исогай"
"Kusaka","","草鹿龙之介","Kusaka","Kusaka","楠香竜之介","Кусака"
"Araki","","荒木贞夫","Araki","Araki","荒木貞夫","Араки"
"Tani","","谷寿夫","Tani","Tani","谷翔風","Тани"
"Kondo","","近藤信竹","Kondo","Kondo","近藤新武","Кондо"
"Endo","","远藤三郎","Endo","Endo","遠藤三郎","Эндо"
"Suzuki","","铃木贞一","Suzuki","Suzuki","鈴木貞一","Сузуки"
"Hasegawa","","长谷川清","Hasegawa","Hasegawa","長谷川清","Hasegawa"
"Abe","","阿部规秀","Abe","Abe","阿部木秀","Абэ"
"Kesago","","中岛今朝","Kesago","Kesago","中島神蔵","Кесаго"
"Rifle Infantry","","步枪兵","Infantería con rifle","Infanterie de fusiliers","ライフル歩兵","Стрелковая пехота"
"RifleInfantry","Rifle Infantry","步枪兵","Infantería con rifle","Infanterie de fusiliers","ライフル歩兵","Стрелковая пехота"
"Assault Team","","冲锋枪队","Equipo de asalto","Équipe d'assaut","アサルトチーム","Штурмовая команда"
"AssaultInfantry","Assault Team","冲锋枪队","Equipo de asalto","Équipe d'assaut","AssaultInfantry","НападениеПехота"
"Light Tank","","轻型坦克","Tanque ligero","Char léger","軽戦車","Легкий танк"
"LightTank","Light Tank","轻型坦克","Tanque ligero","Char léger","軽戦車","LightTank"
"Medium Tank","","中型坦克","Tanque mediano","Char moyen","中戦車","Средний танк"
"MediumTank","Medium Tank","中型坦克","Tanque mediano","Char moyen","中戦車","Средний танк"
"SelfPropelledGun","Self-Propelled Gun","自行火炮","Pistola automática","Canon automoteur","自走砲","Самоходное орудие"
"Self-Propelled Gun","","自行火炮","Pistola automática","Canon automoteur","自走砲","Самоходное орудие"
"ModernTank","Modern Tank","冷战坦克","Tanque moderno","Réservoir moderne","現代の戦車","Современный Танк"
"Modern Tank","","冷战坦克","Tanque moderno","Réservoir moderne","現代の戦車","Современный Танк"
"Commando","","特种兵","Comando","Commando","コマンド","Коммандос"
"Field Artillery","","野战炮","Artillería de campaña","Artillerie de campagne","野戦砲","Полевая артиллерия"
"FieldArtillery","Field Artillery","野战炮","Artillería de campaña","Artillerie de campagne","野戦砲","Полевая артиллерия"
"Motorized Infantry","","机动化步兵","Infantería motorizada","Infanterie motorisée","自動車化歩兵","Моторизованная пехота"
"MotorizedInfantry","Motorized Infantry","机动化步兵","Infantería Motorizada","Infanterie motorisée","自動車化歩兵","Моторизованная пехота"
"Paratrooper Deployment","","空降城市士兵","Despliegue de paracaidistas","Déploiement de parachutistes","空挺部隊の配備","Размещение парашютистов"
"Strafing Run","","战斗机","Carrera de ametrallamiento","Course de strafing","機銃掃射","Strafing Run"
"Bombing Run","","轰炸机","Carrera de bombardeo","Bombardement","爆撃実行","Бомбардировка"
"Mechanized Infantry","","机械化步兵","Infantería mecanizada","Infanterie mécanisée","機械化歩兵","Механизированная пехота"
"MechanizedInfantry","","机械化步兵","Infantería mecanizada","Infanterie mécanisée","機械化歩兵","Механизированная пехота"
"Infantry Artillery","","步兵炮","Artillería de infantería","Artillerie d'infanterie","歩兵砲","Пехотная артиллерия"
"InfantryArtillery","Infantry Artillery","步兵炮","Artillería de infantería","Artillerie d'infanterie","歩兵砲","Пехотная артиллерия"
"Turret","","炮塔","Torreta","Tourelle","タレット","Турель"
"Coastal Turret","","海岸炮","Torreta costera","Tourelle côtière","沿岸砲塔","Прибрежная турель"
"CoastalTurret","Coastal Turret","海岸炮","Torreta costera","Tourelle côtière","沿岸砲塔","Прибрежная турель"
"Heavy Tank","","重型坦克","Tanque pesado","Char lourd","重戦車","Тяжелый танк"
"HeavyTank","Heavy Tank","重型坦克","Tanque pesado","Char lourd","重戦車","Тяжелый танк"
"Bunker","","机枪堡","Búnker","Bunker","陣地壕","Бункер"
"Destroyer","","驱逐舰","Destructor","Destructeur","デストロイヤー","Эсминец"
"Submarine","","潜艇","Submarino","Sous-marin","潜水艦","Подводная лодка"
"Cruiser","","巡洋舰","Crucero","Croiseur","クルーザー","Крейсер"
"Carrier","","航母","Portador","Transporteur","キャリア","Перевозчик"
"MissileLauncher","Missile Launcher","导弹发射器","Lanzador de misiles","Lance-missiles","ミサイルランチャー","Ракетная установка"
"Missile Launcher","","导弹发射器","Lanzador de misiles","Lance-missiles","ミサイルランチャー","Ракетная установка"
"Soviet","Soviet Union","苏联","Soviético","soviétique","ソビエト","Советский"
"Soviet Union","","苏联","Unión Soviética","Union soviétique","ソビエト連邦","Советский Союз"
"Soviet2","Soviet Union 2","苏联2","Soviético 2","Soviétique2","ソビエト2","Советский2"
"German","Germany","纳粹德国","Alemania","Allemagne","ドイツ人","Германия"
"Germany","","纳粹德国","Alemania","Allemagne","ドイツ","Германия"
"German2","Germany 2","纳粹德国2","Alemania2","Allemagne2","ドイツ語2","Германия2"
"Poland","","波兰","Polonia","Pologne","ポーランド","Польша"
"RepublicanSpain","Republican Spain","社会主义西班牙","RepublicanoEspaña","RépublicainEspagne","社会主義スペイン","РеспубликанскаяИспания"
"FascistSpain","Fascist Spain","法西斯西班牙","España fascista","Espagne fasciste","ファシストスペイン","Фашистская испания"
"Finland","","芬兰","Finlandia","Finlande","フィンランド","Финляндия"
"Bulgaria","","保加利亚","Bulgaria","Bulgarie","ブルガリア","Болгария"
"Romania","","罗马尼亚","Rumania","Roumanie","ルーマニア","Румыния"
"Hungary","","匈牙利","Hungría","Hongrie","ハンガリー","Венгрия"
"Yugoslavia","","南斯拉夫","Yugoslavia","Yougoslavie","ユーゴスラビア","Югославия"
"Greece","","希腊","Grecia","Grèce","ギリシャ","Греция"
"Italy","","意大利","Italia","Italie","イタリア","Италия"
"ROC","","中华民国","República de China","ROC","中華民国","ROC"
"PRC","Chinese Soviet","中华苏维埃共和国","Soviético chino","Soviétique chinois","中華ソビエト","Китайский советский"
"PuppetROC","Puppet ROC","伪中华民国","Marioneta china","Chine de marionnettes","親日中国","Марионеточный Китай"
"Puppet China","","伪中华民国","Marioneta china","Chine de marionnettes","親日中国","Марионеточный Китай"
"Japan","","日本","Japón","Japon","日本","Япония"
"Japan2","Japan 2","日本2","Japón2","Japon2","日本2","Япония2"
"Manchukuo","","满洲国","Manchukuo","Mandchoukouo","満州国","Маньчжоу-Го"
"Mengkukuo","","蒙疆","Mengkukuo","Mengkukuo","蒙古聯","Mengkukuo"
"Serbia","","塞尔维亚","Serbia","Serbie","セルビア","Сербия"
"Croatia","","克罗地亚","Croacia","Croatie","クロアチア","Хорватия"
"Denmark","","丹麦","Dinamarca","Danemark","デンマーク","Дания"
"Norway","","挪威","Noruega","Norvège","ノルウェー","Норвегия"
"Belgium","","比利时","Bélgica","Belgique","ベルギー","Бельгия"
"Netherlands","","荷兰","Países Bajos","Pays-Bas","オランダ","Нидерланды"
"France","","法国","Francia","France","フランス","Франция"
"UK","","英国","Reino Unido","Royaume-Uni","イギリス","Великобритания"
"Great Britain","","英国","Gran Bretaña","Grande Bretagne","イギリス","Великобритания"
"NeutralUK","Neutral UK","中立英国","Neutro","NeutralUK","ニュートラルブリテン","Нейтральный"
"NeutralFrance","Neutral France","中立法国","Neutral Francia","NeutreFrance","ニュートラルフランス","Нейтральный"
"Thailand","","泰国","Tailandia","Thaïlande","タイ","Таиланд"
"NatoTurkey","NATO Turkey","北约土耳其","Nato Turquía","Nato Turquie","NATOトルコ","НАТО Турция"
"India","","印度","India","Inde","インド","Индия"
"NatoIndia","NATO India","北约印度","NatoIndia","NatoIndia","NATOインド","НАТОИндия"
"SaudiArabia","Saudi Arabia","沙特阿拉伯","Arabia Saudita","Arabie Saoudite","サウジアラビア","Саудовская Аравия"
"Pakistan","","巴基斯坦","Pakistán","Pakistan","パキスタン","Пакистан"
"USA","United States","美国","Estados Unidos","États Unis","アメリカ","Соединенные Штаты Америки"
"United States","","美国","Estados Unidos","États Unis","アメリカ","Соединенные Штаты"
"Luxembourg","","卢森堡","Luxemburgo","Luxembourg","ルクセンブルク","Люксембург"
"Portugal","","葡萄牙","Portugal","le Portugal","ポルトガル","Португалия"
"NeutralSpain","Neutral Spain","中立西班牙","NeutralEspaña","NeutreEspagne","ニュートラルスペイン","Нейтрально: Испания"
"Switzerland","","瑞士","Suiza","Suisse","スイス","Швейцария"
"Sweden","","瑞典","Suecia","Suède","スウェーデン","Швеция"
"Ireland","","爱尔兰","Irlanda","Irlande","アイルランド","Ирландия"
"Lithuania","","立陶宛","Lituania","Lituanie","リトアニア","Литва"
"Latvia","","拉脱维亚","Letonia","Lettonie","ラトビア","Латвия"
"Estonia","","爱沙尼亚","Estonia","Estonie","エストニア","Эстония"
"HomeArmyPoland","Home Army Poland","波兰起义军","Inicio Ejército Polonia","Accueil Armée Pologne","ポーランドの反乱軍","На главную Армия Польша"
"Turkey","","土耳其","pavo","dinde","七面鳥","индюк"
"Iran","","伊朗","Iran","L'Iran","イラン","Иран"
"Iraq","","伊拉克","Irak","Irak","イラク","Ирак"
"NeutralSoviet","Neutral Soviet Union","中立苏联","Neutral Soviético","Neutre Soviet","中立的なソビエト連邦","Нейтральный Советский"
"Afghanistan","","阿富汗","Afganistán","Afghanistan","アフガニスタン","Афганистан"
"Czechoslovakia","","捷克斯洛伐克","Checoslovaquia","Tchécoslovaquie","チェコスロバキア","Чехословакия"
"Slovakia","","斯洛伐克","Eslovaquia","Slovaquie","スロバキア","Словакия"
"Phillipeans","","菲律宾","Filipenses","Phillipiens","フィリピン","Филиппийцы"
"ChineseSichuan","Sichuan Clique","四川军阀","ChinoSichuan","ChinoisSichuan","四川軍閥","КитайскийСычуань"
"Austria","","奥地利","Austria","L'Autriche","オーストリア","Австрия"
"Plains","","草原（平地）","llanuras","Plaines","草原","Равнины"
"Forest","","森林","Bosque","Forêt","森林","лес"
"Mountains","","山地","Montañas","Montagnes","山","Горы"
"HighMountains","High Mountains","高山地","Montañas altas","Hautes montagnes","高い山","Высокие горы"
"Snow","","雪地","Nieve","Neige","スノーフィールド","Снег"
"Water","","水","Agua","L'eau","水","вода"
"Oil","","油田","Petróleo","Pétrole","油田","Масло"
"Desert","","沙漠","Desierto","désert","砂漠","Пустыня"
"FREE COINS!","","免费金币！","¡MONEDAS GRATIS!","PIÈCES GRATUITES!","無料コイン！","БЕСПЛАТНЫЕ МОНЕТЫ!"
"CHECK LATER!","","稍后查看！","¡COMPROBAR MÁS TARDE!","VÉRIFIEZ PLUS TARD!","後で見る！","ПРОВЕРИТЬ ПОЗЖЕ!"
"Easy","","简单","Fácil","Facile","シンプル","Легко"
"Medium","","正常","Medio","Moyen","正常","Средняя"
"Hard","","困难","Difícil","Dur","難しい","Жесткий"
"Very hard","","很困难","Muy duro","Très dur","非常に難しい","Очень тяжело"
"Offensive","","进攻","Ofensiva","Offensive","攻撃","Наступление"
"Defensive","","防御","Defensivo","Défensive","防衛","Оборонительный"
"No General","","无将领","No general","Pas de général","将軍なし","Нет генерала"
"Guderian","","古德里安","Guderian","Guderian","グデリアン","Гудериан"
"Manstein","","曼施坦因","Manstein","Manstein","マンシュタイン","Манштейн"
"Rommel","","隆美尔","Rommel","Rommel","ロンメル","Роммель"
"Rokossovsky","","罗科索夫斯基","Rokossovsky","Rokossovsky","ロコソフスキー","Рокоссовский"
"Zhukov","","朱可夫","Zhukov","Joukov","ジュコフ","Жуков"
"Konev","","科涅夫","Konev","Konev","コーネフ","Конев"
"Doenitz","","敦尼兹","Doenitz","Doenitz","ダンニッツ","Дениц"
"Rundstedt","","龙德施泰特","Rundstedt","Rundstedt","ルントシュテット","Рундштедт"
"Appointed Generals: ","","钦定的将领：","Generales designados:","Généraux nommés:","任命された将軍：","Назначенные генералы:"
"Operation Fall Gelb","","入侵法国","Operación Fall Gelb","Opération Fall Gelb","侵略されたフランス","Операция Fall Gelb"
"Siege of Tobruk","","土布鲁克战役","Asedio de Tobruk","Siège de Tobrouk","トゥブルクの戦い","Осада Тобрука"
"Manchuria Invasion","","收复东北","Invasión de Manchuria","Invasion de la Mandchourie","北東部を奪還する","Вторжение в Маньчжурию"
"Attack of Pearl Harbor","","偷袭珍珠港","Ataque de Pearl Harbor","Attaque de Pearl Harbor","パールハーバーへの攻撃","Атака Перл-Харбора"
"Battle of dunkrik","","敦刻尔克大撤退","Batalla de dunkrik","Bataille de Dunkrik","ダンケルクリトリート","Битва при данкрике"
"Battle of Gibraltar","","基尔巴勒特战役","Batalla de Gibraltar","Bataille de Gibraltar","キルバルトの戦い","Битва за Гибралтар"
"Battle of Indochina","","印度支那战役","Batalla de Indochina","Bataille d'Indochine","インドシナの戦い","Битва за Индокитай"
"Battle of Midway","","中途岛战役","Batalla de Midway","Bataille de Midway","ミッドウェイの戦い","Битва за Мидуэй"
"Battle of Shanghai","","淞沪会战/南京保卫战","Batalla de Shanghai","Bataille de Shanghai","松湖の戦い/南京の防衛","Битва за Шанхай"
"Battle Of Taiwan 1945","","收复台湾1945","Batalla de Taiwán 1945","Bataille de Taiwan 1945","1945年台湾を奪還","Битва за Тайвань 1945"
"Battle of the Coral Sea","","珊瑚湾海战","Batalla del Mar de Coral","Bataille de la mer de corail","コーラルベイバトル","Битва в Коралловом море"
"Battle of Wuhan","","武汉会战","Batalla de Wuhan","Bataille de Wuhan","ウーハンの戦い","Битва при Ухане"
"Challenge I: Poland","","挑战1: 波兰","Desafío I: Polonia","Défi I: Pologne","課題1：ポーランド","Испытание I: Польша"
"Challenge II: Nanking","","挑战2: 南京","Desafío II: Nanking","Défi II: Nankin","課題2：南京","Испытание II: Нанкин"
"Challenge III: Dunkirk","","挑战3: 敦刻尔克","Desafío III: Dunkerque","Défi III: Dunkerque","課題3：ダンケルク","Испытание III: Дюнкерк"
"Chaos Warfare","","联合国大战","Guerra del caos","Guerre du chaos","国連戦争","Хаос Война"
"D-Day: 1944-6-6","","诺曼底登陆战：1944-6-6","Día D: 1944-6-6","Jour J: 1944-6-6","ノルマンディーへの着陸：1944-6-6","День Д: 1944-6-6"
"Defence of Peking","","北平保卫战","Defensa de Pekín","Défense de Pékin","北京の戦い","Оборона Пекина"
"Defense of North America","","北美保卫战","Defensa de América del Norte","Défense de l'Amérique du Nord","北アメリカの防衛","Оборона Северной Америки"
"Defense of Poland","","波兰保卫战","Defensa de Polonia","Défense de la Pologne","ポーランドの防衛","Оборона Польши"
"Eastern Front I: 1941-6","","东线战场1: 1941-6","Frente Oriental I: 1941-6","Front de l'Est I: 1941-6","イースタンフロントバトルフィールド1：1941-6","Восточный фронт I: 1941-1946 гг."
"Eastern Front II: 1941-12","","东线战场2: 1941-12","Frente Oriental II: 1941-12","Front de l'Est II: 1941-12","イースタンフロントバトルフィールド2：1941-12","Восточный фронт II: 1941-12"
"Invasion of Sicily","","西西里岛登陆战","Invasión de sicilia","Invasion de la Sicile","シシリーに上陸","Вторжение на Сицилию"
"Man in the High Castle (USA)","","高堡奇人（美国）","Man in the High Castle (Estados Unidos)","Man in the High Castle (USA)","高い城の男（アメリカ合衆国）","Человек в высоком замке (США)"
"North China Offensive","","华北攻势","Ofensiva del norte de China","Offensive de la Chine du Nord","北中国攻勢","Северокитайское наступление"
"Operation Market Garden","","城市花园-行动","Operación Market Garden","Opération Market Garden","シティガーデン-アクション","Операция Market Garden"
"Operation Sunset","","落日行动","Operación Sunset","Opération Sunset","オペレーションサンセット","Операция Закат"
"The Balkan Conquest","","巴尔干战役","La conquista de los Balcanes","La conquête des Balkans","バルカンの戦い","Балканское завоевание"
"The Ending Of The End","","最后的战役","El final del final","La fin de la fin","最後の戦い","Конец конца"
"The fall of Berlin","","柏林陷落之战","La caída de Berlín","La chute de Berlin","ベルリンの戦い","Падение Берлина"
"Operation Nordwind","","阿登森林进攻","Operación Nordwind","Opération Nordwind","アルデンヌの森の犯罪","Операция Nordwind"
"Operation Fall Weiss","","入侵波兰","Operación Fall Weiss","Opération Fall Weiss","侵略されたポーランド","Операция Fall Weiss"
"Battle of Khalkhin Gol","","诺门坎战役","Batalla de Khalkhin Gol","Bataille de Khalkhin Gol","ノミンカンの戦い","Битва при Халхин-Голе"
"Encirclement at Minsk","","明斯克保卫战","Cerco en Minsk","Encerclement à Minsk","ミンスクの防衛","Окружение под Минском"
"Battle of Moscow","","莫斯科保卫战","Batalla de moscú","Bataille de Moscou","モスクワの防衛","Битва под Москвой"
"Winter Offensive","","冬季攻势","Ofensiva de invierno","Offensive d'hiver","冬の攻撃","Зимнее наступление"
"Siege of Leningrad","","列宁格勒保卫战","Asedio de Leningrado","Siège de Leningrad","レニングラードの防衛","Блокада Ленинграда"
"Strategic Retreat","","高加索战略撤退","Retiro estratégico","Retraite stratégique","コーカサス戦略的後退","Стратегическое отступление"
"Operation Uranus","","天王星行动","Operación Urano","Opération Uranus","ウラヌス作戦","Операция Уран"
"Operation Mars","","火星行动","Operación Marte","Opération Mars","火星作戦","Операция Марс"
"Operation Bagration","","巴格拉基昂行动","Operación Bagration","Opération Bagration","オペレーションバグラション","Операция Багратион"
"Warsaw Uprising","","华沙起义","levantamiento de Varsovia","Insurrection de Varsovie","ワルシャワ蜂起","Варшавское восстание"
"Courland Pocket","","库尔兰包围圈","Bolsillo Courland","Poche de Courlande","クールランド包囲","Курляндский карман"
"Entering the Reichstag","","目标柏林","Entrar en el Reichstag","Entrer au Reichstag","ターゲットベルリン","Вход в Рейхстаг"
"Winter War","","苏芬战争","Guerra de invierno","Guerre d'hiver","スーフェン戦争","Зимняя война"
"Spanish Civil War","","西班牙内战","guerra civil Española","la guerre civile espagnole","スペイン内戦","гражданская война в Испании"
"Operation Martia","","巴尔干战役","Operación Martia","Opération Martia","バルカンの戦い","Операция Мартия"
"Siege of Brest-Litovsk","","不列斯特要塞攻坚战","Asedio de Brest-Litovsk","Siège de Brest-Litovsk","ブレストの要塞","Осада Брест-Литовска"
"Battle of Kiev","","基辅会战","Batalla de Kiev","Bataille de Kiev","キエフの戦い","Киевская битва"
"Battle of Smolensk","","斯莫林斯克会战","Batalla de Smolensk","Bataille de Smolensk","スモリンスクの戦い","Смоленская битва"
"Continuation War","","苏芬反攻战","Guerra de continuación","Guerre de continuation","スーフェンの反撃","Продолжение войны"
"Siege of Sevastapol","","塞瓦斯托波尔攻坚战","Asedio de Sevastapol","Siège de Sébastapol","セバストポールの戦い","Осада Севастаполя"
"Operation Fall Blau","","蓝色计划","Operación Fall Blau","Opération Fall Blau","ブループラン","Операция Fall Blau"
"Operation Winter Storm","","斯大林格勒解围","Fuga de Stalingrado","Évasion de Stalingrad","スターリングラードは救う","Сталинградский прорыв"
"Operation Citadel","","库尔斯克会战","Operación Ciudadela","Opération Citadel","クルスクの戦い","Операция Цитадель"
"Battle of Berlin","","柏林攻坚战","Batalla de Berlín","Bataille de Berlin","ベルリンの戦い","Битва за Берлин"
"Europe 1939","","欧洲 1939","Europa 1939","Europe 1939","ヨーロッパ1939年","Европа 1939 г."
"Europe 1941","","欧洲 1941","Europa 1941","Europe 1941","ヨーロッパ1941年","Европа 1941"
"Europe 1943","","欧洲 1943","Europa 1943","Europe 1943","ヨーロッパ1943年","Европа 1943 г."
"LOADING VIDEOS...","","视频加载中。。。","CARGANDO VIDEOS ...","CHARGEMENT DES VIDÉOS ...","ビデオの読み込み。。。","ЗАГРУЗКА ВИДЕО ..."
"Open Custom Map","","加载地图","Abrir mapa personalizado","Ouvrir la carte personnalisée","マップをロード","Открыть пользовательскую карту"
"SHOP","","商店","TIENDA","MAGASIN","お店","МАГАЗИН"
"CAMPAIGN","","新游戏","CAMPAÑA","CAMPAGNE","新しいゲーム","КАМПАНИЯ"
"RESUME GAME","","继续游戏","REANUDAR JUEGO","REPRENDRE LE JEU","ゲームを続ける","ПРОДОЛЖИТЬ ИГРУ"
"Map Editor","","地图修改器","Editor de mapas","Éditeur de carte","マップ修飾子","Редактор карт"
"Multiplayer","","联机","Multijugador","Multijoueur","オンライン","Мультиплеер"
"Disable Ads","","消除广告","Desactivar los anuncios","Désactiver les annonces","広告を削除する","Отключить рекламу"
"Community Maps","","社区地图","Mapas de la comunidad","Cartes de la communauté","コミュニティマップ","Карты Сообщества"
"Feedback","","反馈","Retroalimentación","Retour d'information","フィードバック","Обратная связь"
"Mission Details","","任务信息 ","Detalles de la misión","Détails de la mission","タスク情報","Детали миссии"
"Reward: ","","奖励：","Recompensa:","Récompense:","褒賞：","Награда:"
"Difficulty:","","难度：","Dificultad:","Difficulté:","困難：","Сложность:"
"Back","","返回","Atrás","Retour","戻る","Назад"
"Download Mission","","下载地图","Descarga Mission","Télécharger Mission","地図をダウンロード","Скачать миссию"
"Soviet Campaigns","","盟军行动","Campañas soviéticas","Campagnes soviétiques","関連事業","Советские походы"
"German Campaigns","","轴心国行动","Campañas alemanas","Campagnes allemandes","軸アクション","Немецкие кампании"
"Conquests","","征服模式","Conquistas","Conquêtes","征服モード","Завоевания"
"Community Highlights","","社区地图精选集","Aspectos destacados de la comunidad","Faits saillants de la communauté","コミュニティマップコレクション","Основные моменты сообщества"
"Max Generals:","","将领上限： ","Max generales:","Max généraux:","一般的な制限：","Макс Генералов:"
"Start Mission","","开始行动","Iniciar misión","Commencer la mission","行動を開始します","Начать миссию"
"Shop","","商店","Tienda","Magasin","お店","Магазин"
"More Coins","","更多","Más monedas","Plus de pièces","もっと","Больше монет"
